979 1642
752 602
305 809
141 124
758 382
34 676
646 657
253 410
603 148
471 979
697 571
107 868
417 652
855 346
618 336
943 803
587 484
804 103
853 275
157 2
198 361
626 205
807 959
671 568
240 420
786 369
757 458
389 203
713 892
4 945
550 560
949 562
336 278
384 262
206 823
701 33
345 414
284 643
636 199
196 35
184 457
145 3
120 422
419 459
171 926
100 530
800 112
52 619
944 581
873 754
618 938
638 17
322 194
699 504
170 525
976 395
714 304
563 360
419 249
688 639
67 628
964 636
579 281
213 180
264 419
656 500
218 724
530 695
678 771
222 945
730 873
3 429
655 962
140 818
652 364
276 751
338 714
286 546
897 409
713 889
109 642
427 660
835 928
568 301
626 33
432 875
24 587
751 788
377 248
780 347
123 799
23 304
911 270
193 806
537 20
925 962
785 523
824 664
685 406
628 84
344 739
433 921
440 290
505 129
233 793
873 735
397 675
340 734
259 721
681 171
600 200
482 17
336 641
468 624
248 40
271 687
575 562
195 498
756 555
669 72
683 145
714 18
809 732
398 44
875 421
253 154
936 663
82 174
137 462
346 880
768 891
240 871
148 957
208 684
974 698
317 759
733 667
24 837
135 338
36 580
343 8
292 421
318 269
630 580
742 294
353 95
855 634
906 806
355 766
214 366
480 99
223 804
469 612
885 757
737 426
676 794
324 504
54 515
644 362
755 812
734 311
383 554
864 60
885 627
634 195
73 553
864 225
789 801
889 117
428 912
963 150
545 661
394 779
290 92
720 49
211 5
701 553
678 336
938 950
379 492
870 291
915 638
564 128
145 330
730 622
569 295
329 576
438 465
344 87
663 68
115 406
916 661
813 923
448 735
597 428
312 6
130 12
356 124
799 82
537 437
99 954
746 547
726 589
832 169
415 542
258 662
719 268
36 409
308 672
284 336
74 6
772 815
347 598
451 811
99 829
905 690
760 788
285 75
781 64
450 48
376 91
9 246
694 961
240 242
368 414
722 828
365 857
556 36
678 215
144 233
291 356
392 626
493 697
413 507
1 956
119 974
615 577
847 928
523 474
80 657
839 626
745 323
408 881
47 225
210 871
285 121
454 173
760 265
116 85
807 243
558 969
351 333
10 140
139 667
417 380
616 737
113 615
202 498
309 465
807 909
607 406
168 936
30 876
466 572
952 638
49 841
550 291
307 829
19 351
606 466
486 876
174 449
488 589
901 321
536 636
228 715
125 557
68 483
722 249
643 577
512 567
179 229
339 271
387 815
129 118
941 230
110 270
220 765
447 622
564 535
826 70
165 658
979 391
551 651
45 174
94 715
209 310
70 933
532 310
619 106
850 166
760 30
354 446
352 146
14 76
830 557
701 448
258 218
536 338
226 156
771 65
304 467
524 228
614 754
602 48
199 383
837 111
84 108
745 940
425 530
182 770
749 603
43 693
292 455
122 693
65 875
46 497
886 258
81 27
113 771
268 573
481 934
174 467
318 580
19 431
386 369
547 298
352 77
423 257
258 322
649 638
927 75
214 211
678 18
946 201
212 731
531 218
549 30
25 61
853 698
673 600
442 35
234 671
533 569
834 213
751 292
78 197
735 543
6 953
679 622
279 245
539 663
278 839
612 806
158 58
967 453
611 837
368 962
426 712
579 549
461 780
612 860
851 701
179 917
878 675
76 30
295 382
669 823
602 441
43 27
331 53
400 638
462 79
664 576
338 661
814 559
864 227
786 936
616 407
411 633
672 853
621 547
202 297
64 712
423 609
437 355
345 422
276 201
122 379
14 645
726 570
353 500
337 461
463 946
406 432
52 738
934 609
871 585
806 463
86 517
979 577
481 444
105 950
628 326
365 924
246 140
432 354
331 440
530 516
938 824
379 204
140 599
58 687
508 937
484 237
26 188
302 680
619 471
482 766
912 525
660 44
394 760
302 309
731 675
808 534
194 929
218 514
49 215
196 458
857 6
76 800
158 421
643 803
926 575
951 419
589 935
431 568
617 946
767 82
41 800
435 718
393 206
632 576
190 441
350 340
453 534
62 319
122 175
697 552
180 864
55 210
443 20
216 558
301 948
748 679
551 581
879 939
906 442
933 392
341 285
288 873
507 391
854 626
942 538
329 520
243 431
296 821
688 383
452 616
933 578
304 958
639 65
977 614
211 52
