999 1487
650 414
887 975
184 534
565 793
441 422
759 140
112 598
528 571
724 274
242 567
75 767
824 98
17 36
477 165
935 130
196 936
455 10
623 902
59 352
144 477
795 351
164 269
158 961
89 845
892 600
726 424
831 723
43 899
102 515
596 251
411 915
170 935
761 992
134 109
492 711
255 889
389 100
89 888
982 456
867 443
765 603
617 763
39 842
828 28
533 795
996 445
509 594
174 919
283 421
639 530
274 238
423 653
142 911
412 763
283 186
345 121
469 504
49 982
101 912
618 168
843 279
867 175
343 633
401 509
756 680
986 628
222 480
399 325
398 549
236 988
182 783
627 760
752 849
380 806
45 47
273 537
189 694
426 198
246 29
271 251
545 479
247 589
577 316
357 977
528 306
488 978
428 406
844 771
994 910
793 282
327 83
82 474
552 695
911 591
978 298
824 614
440 253
716 524
606 543
295 614
526 396
122 478
194 333
352 485
196 86
699 985
25 384
955 442
342 260
987 762
325 885
532 995
653 760
916 269
200 488
838 761
213 560
315 753
676 973
332 163
980 496
331 212
45 635
431 631
587 291
546 839
299 760
685 714
623 286
393 184
276 201
836 871
233 866
268 596
299 856
389 984
601 590
346 788
713 252
271 756
947 19
301 79
533 616
403 816
214 640
119 557
976 256
564 920
55 703
209 726
310 839
753 459
134 339
629 61
787 771
460 256
905 794
393 60
888 472
229 671
113 158
487 797
67 155
320 11
774 587
992 983
381 504
881 220
478 639
90 704
243 456
413 693
966 297
786 286
51 672
730 777
833 497
323 644
140 721
428 568
311 959
94 936
13 957
54 424
360 115
861 717
486 293
166 959
264 930
272 188
530 286
300 552
914 844
270 555
610 507
240 746
609 785
617 78
125 628
776 756
133 310
702 822
744 395
579 868
355 822
863 522
862 106
158 542
921 307
200 318
722 986
128 820
238 557
88 24
665 477
779 223
969 499
996 471
874 2
541 957
222 626
802 166
807 850
145 618
240 521
610 444
140 160
491 991
194 688
461 717
609 182
418 357
73 878
552 633
953 873
763 693
272 919
953 327
749 966
730 976
285 845
821 369
955 551
755 988
696 520
313 626
753 550
74 618
69 369
604 211
486 698
383 663
537 607
606 532
101 820
407 735
494 166
379 254
287 413
171 662
788 120
845 942
720 114
752 588
608 620
11 225
801 289
361 983
473 317
676 438
96 108
694 942
132 90
256 984
674 519
609 988
941 78
688 783
758 928
683 774
965 603
256 426
54 385
685 892
365 602
504 825
394 646
335 967
286 954
247 773
885 769
172 669
649 109
91 792
140 977
724 212
444 414
249 287
421 646
367 554
119 340
53 197
882 381
96 106
469 617
574 156
111 189
783 933
232 56
533 136
762 964
553 257
768 475
522 805
508 863
444 257
866 336
914 384
72 380
570 578
422 664
83 392
568 729
791 730
434 82
517 505
150 723
679 992
690 134
36 906
545 946
978 816
966 716
103 542
94 37
577 330
307 404
646 670
298 864
972 338
425 80
770 519
849 409
230 428
