901 1421
795 428
441 78
261 506
762 864
342 394
663 566
477 197
733 599
808 223
253 588
310 434
777 207
97 131
193 810
140 898
289 378
754 772
868 895
767 764
331 765
487 185
723 55
571 866
192 379
330 413
136 227
493 42
892 510
278 356
692 68
708 795
633 228
699 773
497 870
188 647
438 765
282 625
274 686
98 445
719 288
805 220
230 331
410 680
215 77
569 11
731 479
199 59
669 516
240 687
251 254
698 353
196 429
539 23
871 106
130 354
746 555
633 262
338 197
206 757
901 782
406 867
580 846
194 716
137 767
170 255
852 666
418 675
623 670
221 248
168 175
480 427
285 714
61 445
532 67
477 845
893 533
506 718
207 111
779 317
642 286
193 311
351 303
48 255
760 897
470 185
783 754
511 860
870 268
855 492
543 125
800 832
466 478
872 680
852 856
23 230
619 718
197 510
865 864
171 464
888 631
577 479
533 844
603 833
67 301
792 558
608 785
628 633
668 409
652 26
606 870
47 719
602 311
451 130
372 152
585 95
779 832
448 264
397 384
447 786
713 396
828 280
285 512
768 383
136 890
605 688
302 113
483 32
421 788
368 542
157 753
635 861
71 295
35 334
488 826
752 715
535 248
873 389
640 369
338 243
744 321
112 713
236 388
747 478
774 809
450 132
826 548
545 566
405 866
805 731
147 721
67 405
496 87
313 437
731 796
805 262
58 343
263 477
831 265
799 886
755 377
438 185
222 496
225 838
113 282
242 459
220 131
569 98
856 684
53 500
648 471
716 279
449 5
198 314
509 728
384 207
652 603
595 804
17 363
464 59
431 232
475 279
542 388
473 489
370 218
708 708
845 578
303 255
546 697
671 609
94 427
359 454
293 762
660 578
350 853
697 672
754 572
217 105
82 165
577 501
361 438
144 151
9 207
575 38
748 740
583 139
873 757
230 256
463 244
892 94
589 11
144 736
110 701
361 44
879 874
326 744
886 268
208 104
892 859
290 74
513 371
354 340
323 779
520 734
580 775
458 890
801 519
702 237
95 885
612 823
262 367
751 717
825 304
326 235
543 566
124 125
69 365
778 330
701 735
162 668
598 355
278 527
848 499
120 421
233 34
59 425
764 469
394 707
394 783
210 502
74 340
64 644
272 230
137 323
882 669
340 856
195 791
416 789
295 250
860 380
246 299
207 724
779 343
143 461
108 580
